SN,BodyStyle,RatingClass,Cutaway,Finish,TopWood,TopTone,TopOvertones,BackSideWood,BackTone,BackOvertones,TopFrequency,BackFrequency,FundamentalFrequency,NeckWood
698,Possession,Bad,No,Oil,Sitka Spruce,8.2,7.5,Figured Maple,7.2,6.1,184,228,109.9894737,Mahogany
699,Possession,Bad,No,Oil,Sitka Spruce,8.2,7.5,Figured Maple,7.2,6.1,185,229,110.5236842,Mahogany
700,Possession,Bad,No,Oil,Sitka Spruce,8.2,7.5,Figured Maple,7.2,6.1,186,230,111.0578947,Mahogany
701,Possession,Bad,No,Oil,Sitka Spruce,8.2,7.5,Macassar Ebony,6.3,3.1,182,226,108.9210526,Mahogany
702,Possession,Bad,No,Oil,Sitka Spruce,8.2,7.5,Macassar Ebony,6.3,3.1,183,227,109.4552632,Mahogany
703,Possession,Bad,No,Oil,Sitka Spruce,8.2,7.5,Macassar Ebony,6.3,3.1,184,228,109.9894737,Mahogany
704,Possession,Bad,No,Oil,Sitka Spruce,8.2,7.5,Macassar Ebony,6.3,3.1,185,229,110.5236842,Mahogany
705,Possession,Bad,No,Oil,Sitka Spruce,8.2,7.5,Macassar Ebony,6.3,3.1,186,230,111.0578947,Mahogany
706,Possession,Good,No,Oil,Sitka Spruce,8.2,7.5,Figured Koa,9.2,7.2,182,226,108.9210526,Mahogany
707,Possession,Good,No,Oil,Sitka Spruce,8.2,7.5,Figured Koa,9.2,8,183,227,109.4552632,Mahogany
708,Possession,Good,No,Oil,Sitka Spruce,8.2,7.5,Figured Koa,9.2,8,184,228,109.9894737,Mahogany
709,Possession,Good,No,Oil,Sitka Spruce,8.2,7.5,Figured Koa,9.2,8,185,229,110.5236842,Mahogany
710,Possession,Good,No,Oil,Sitka Spruce,8.2,7.5,Figured Koa,9.2,8,186,230,111.0578947,Mahogany
711,Possession,Good,No,Oil,Adirondack Spruce,8.4,8,Figured Myrtlewood,9.4,9,182,226,108.9210526,Myrtlewood
712,Possession,Good,No,Oil,Adirondack Spruce,8.4,8,Figured Myrtlewood,9.4,9,183,227,109.4552632,Myrtlewood
713,Possession,Good,No,Oil,Adirondack Spruce,8.4,8,Figured Myrtlewood,9.4,9,184,228,109.9894737,Myrtlewood
714,Possession,Good,No,Oil,Adirondack Spruce,8.4,8,Figured Myrtlewood,9.4,9,185,229,110.5236842,Myrtlewood
715,Possession,Good,No,Oil,Adirondack Spruce,8.4,8,Figured Myrtlewood,9.4,9,186,230,111.0578947,Myrtlewood
716,Possession,Good,No,Oil,Adirondack Spruce,8.4,8,Mahogany,9,6.7,182,226,108.9210526,Mahogany
717,Possession,Good,No,Oil,Adirondack Spruce,8.4,8,Mahogany,9,6.7,183,227,109.4552632,Mahogany
718,Possession,Good,No,Oil,Adirondack Spruce,8.4,8,Mahogany,9,6.7,184,228,109.9894737,Mahogany
719,Possession,Good,No,Oil,Adirondack Spruce,8.4,8,Mahogany,9,6.7,185,229,110.5236842,Mahogany
720,Possession,Good,No,Oil,Adirondack Spruce,8.4,8,Mahogany,9,6.7,186,230,111.0578947,Mahogany
721,Possession,Good,No,Oil,Adirondack Spruce,8.4,8,Indian Rosewood,9,6.1,182,226,108.9210526,Mahogany
722,Possession,Good,No,Oil,Adirondack Spruce,8.4,8,Indian Rosewood,9,6.1,183,227,109.4552632,Mahogany
723,Possession,Good,No,Oil,Adirondack Spruce,8.4,8,Indian Rosewood,9,6.1,184,228,109.9894737,Mahogany
724,Possession,Good,No,Oil,Adirondack Spruce,8.4,8,Indian Rosewood,9,6.1,185,229,110.5236842,Mahogany
725,Possession,Good,No,Oil,Adirondack Spruce,8.4,8,Indian Rosewood,9,6.1,186,230,111.0578947,Mahogany
726,Possession,Good,No,Oil,Adirondack Spruce,8.4,8,Figured Maple,7.2,6.1,182,226,108.9210526,Mahogany
727,Possession,Good,No,Oil,Adirondack Spruce,8.4,8,Figured Maple,7.2,6.1,183,227,109.4552632,Mahogany
728,Possession,Good,No,Oil,Adirondack Spruce,8.4,8,Figured Maple,7.2,6.1,184,228,109.9894737,Mahogany
729,Possession,Bad,No,Oil,Adirondack Spruce,8.4,8,Figured Maple,7.2,6.1,185,229,110.5236842,Mahogany
730,Possession,Bad,No,Oil,Adirondack Spruce,8.4,8,Figured Maple,7.2,6.1,186,230,111.0578947,Mahogany
731,Possession,Bad,No,Oil,Adirondack Spruce,8.4,8,Macassar Ebony,6.3,3.1,182,226,108.9210526,Mahogany
732,Possession,Bad,No,Oil,Adirondack Spruce,8.4,8,Macassar Ebony,6.3,3.1,183,227,109.4552632,Mahogany
733,Possession,Bad,No,Oil,Adirondack Spruce,8.4,8,Macassar Ebony,6.3,3.1,184,228,109.9894737,Mahogany
734,Possession,Bad,No,Oil,Adirondack Spruce,8.4,8,Macassar Ebony,6.3,3.1,185,229,110.5236842,Mahogany
735,Possession,Bad,No,Oil,Adirondack Spruce,8.4,8,Macassar Ebony,6.3,3.1,186,230,111.0578947,Mahogany
736,Possession,Good,No,Oil,Adirondack Spruce,8.4,8,Figured Koa,9.2,7.2,182,226,108.9210526,Mahogany
737,Possession,Good,No,Oil,Adirondack Spruce,8.4,8,Figured Koa,9.2,8,183,227,109.4552632,Mahogany
738,Possession,Good,No,Oil,Adirondack Spruce,8.4,8,Figured Koa,9.2,8,184,228,109.9894737,Mahogany
739,Possession,Good,No,Oil,Adirondack Spruce,8.4,8,Figured Koa,9.2,8,185,229,110.5236842,Mahogany
740,Possession,Good,No,Oil,Adirondack Spruce,8.4,8,Figured Koa,9.2,8,186,230,111.0578947,Mahogany
741,Possession,Good,No,Oil,Sunken Redwood,8.9,10,Figured Myrtlewood,9.4,9,182,226,108.9210526,Myrtlewood
742,Possession,Good,No,Oil,Sunken Redwood,8.9,10,Figured Myrtlewood,9.4,9,183,227,109.4552632,Myrtlewood
743,Possession,Good,No,Oil,Sunken Redwood,8.9,10,Figured Myrtlewood,9.4,9,184,228,109.9894737,Myrtlewood
744,Possession,Good,No,Oil,Sunken Redwood,8.9,10,Figured Myrtlewood,9.4,9,185,229,110.5236842,Myrtlewood
745,Possession,Good,No,Oil,Sunken Redwood,8.9,10,Figured Myrtlewood,9.4,9,186,230,111.0578947,Myrtlewood
746,Possession,Good,No,Oil,Sunken Redwood,8.9,10,Mahogany,9,6.7,182,226,108.9210526,Mahogany
747,Possession,Good,No,Oil,Sunken Redwood,8.9,10,Mahogany,9,6.7,183,227,109.4552632,Mahogany
748,Possession,Good,No,Oil,Sunken Redwood,8.9,10,Mahogany,9,6.7,184,228,109.9894737,Mahogany
749,Possession,Good,No,Oil,Sunken Redwood,8.9,10,Mahogany,9,6.7,185,229,110.5236842,Mahogany
750,Possession,Good,No,Oil,Sunken Redwood,8.9,10,Mahogany,9,6.7,186,230,111.0578947,Mahogany
751,Possession,Good,No,Oil,Sunken Redwood,8.9,10,Indian Rosewood,9,6.1,182,226,108.9210526,Mahogany
752,Possession,Good,No,Oil,Sunken Redwood,8.9,10,Indian Rosewood,9,6.1,183,227,109.4552632,Mahogany
753,Possession,Good,No,Oil,Sunken Redwood,8.9,10,Indian Rosewood,9,6.1,184,228,109.9894737,Mahogany
754,Possession,Good,No,Oil,Sunken Redwood,8.9,10,Indian Rosewood,9,6.1,185,229,110.5236842,Mahogany
755,Possession,Good,No,Oil,Sunken Redwood,8.9,10,Indian Rosewood,9,6.1,186,230,111.0578947,Mahogany
756,Possession,Good,No,Oil,Sunken Redwood,8.9,10,Figured Maple,7.2,6.1,182,226,108.9210526,Mahogany
757,Possession,Good,No,Oil,Sunken Redwood,8.9,10,Figured Maple,7.2,6.1,183,227,109.4552632,Mahogany
758,Possession,Good,No,Oil,Sunken Redwood,8.9,10,Figured Maple,7.2,6.1,184,228,109.9894737,Mahogany
759,Possession,Good,No,Oil,Sunken Redwood,8.9,10,Figured Maple,7.2,6.1,185,229,110.5236842,Mahogany
760,Possession,Good,No,Oil,Sunken Redwood,8.9,10,Figured Maple,7.2,6.1,186,230,111.0578947,Mahogany
761,Possession,Bad,No,Oil,Sunken Redwood,8.9,10,Macassar Ebony,6.3,3.1,182,226,108.9210526,Mahogany
762,Possession,Bad,No,Oil,Sunken Redwood,8.9,10,Macassar Ebony,6.3,3.1,183,227,109.4552632,Mahogany
763,Possession,Bad,No,Oil,Sunken Redwood,8.9,10,Macassar Ebony,6.3,3.1,184,228,109.9894737,Mahogany
764,Possession,Bad,No,Oil,Sunken Redwood,8.9,10,Macassar Ebony,6.3,3.1,185,229,110.5236842,Mahogany
765,Possession,Bad,No,Oil,Sunken Redwood,8.9,10,Macassar Ebony,6.3,3.1,186,230,111.0578947,Mahogany
766,Possession,Good,No,Oil,Sunken Redwood,8.9,10,Figured Koa,9.2,7.2,182,226,108.9210526,Mahogany
767,Possession,Good,No,Oil,Sunken Redwood,8.9,10,Figured Koa,9.2,8,183,227,109.4552632,Mahogany
768,Possession,Good,No,Oil,Sunken Redwood,8.9,10,Figured Koa,9.2,8,184,228,109.9894737,Mahogany
769,Possession,Good,No,Oil,Sunken Redwood,8.9,10,Figured Koa,9.2,8,185,229,110.5236842,Mahogany
770,Possession,Good,No,Oil,Sunken Redwood,8.9,10,Figured Koa,9.2,8,186,230,111.0578947,Mahogany
771,Possession,Good,No,Oil,Western Red Cedar,8.8,10,Figured Myrtlewood,9.4,9,182,226,108.9210526,Myrtlewood
772,Possession,Good,No,Oil,Western Red Cedar,8.8,10,Figured Myrtlewood,9.4,9,183,227,109.4552632,Myrtlewood
773,Possession,Good,No,Oil,Western Red Cedar,8.8,10,Figured Myrtlewood,9.4,9,184,228,109.9894737,Myrtlewood
774,Possession,Good,No,Oil,Western Red Cedar,8.8,10,Figured Myrtlewood,9.4,9,185,229,110.5236842,Myrtlewood
775,Possession,Good,No,Oil,Western Red Cedar,8.8,10,Figured Myrtlewood,9.4,9,186,230,111.0578947,Myrtlewood
776,Possession,Good,No,Oil,Western Red Cedar,8.8,10,Mahogany,9,6.7,182,226,108.9210526,Mahogany
777,Possession,Good,No,Oil,Western Red Cedar,8.8,10,Mahogany,9,6.7,183,227,109.4552632,Mahogany
778,Possession,Good,No,Oil,Western Red Cedar,8.8,10,Mahogany,9,6.7,184,228,109.9894737,Mahogany
779,Possession,Good,No,Oil,Western Red Cedar,8.8,10,Mahogany,9,6.7,185,229,110.5236842,Mahogany
780,Possession,Good,No,Oil,Western Red Cedar,8.8,10,Mahogany,9,6.7,186,230,111.0578947,Mahogany
781,Possession,Good,No,Oil,Western Red Cedar,8.8,10,Indian Rosewood,9,6.1,182,226,108.9210526,Mahogany
782,Possession,Good,No,Oil,Western Red Cedar,8.8,10,Indian Rosewood,9,6.1,183,227,109.4552632,Mahogany
783,Possession,Good,No,Oil,Western Red Cedar,8.8,10,Indian Rosewood,9,6.1,184,228,109.9894737,Mahogany
784,Possession,Good,No,Oil,Western Red Cedar,8.8,10,Indian Rosewood,9,6.1,185,229,110.5236842,Mahogany
785,Possession,Good,No,Oil,Western Red Cedar,8.8,10,Indian Rosewood,9,6.1,186,230,111.0578947,Mahogany
786,Possession,Good,No,Oil,Western Red Cedar,8.8,10,Figured Maple,7.2,6.1,182,226,108.9210526,Mahogany
787,Possession,Good,No,Oil,Western Red Cedar,8.8,10,Figured Maple,7.2,6.1,183,227,109.4552632,Mahogany
788,Possession,Good,No,Oil,Western Red Cedar,8.8,10,Figured Maple,7.2,6.1,184,228,109.9894737,Mahogany
789,Possession,Good,No,Oil,Western Red Cedar,8.8,10,Figured Maple,7.2,6.1,185,229,110.5236842,Mahogany
790,Possession,Good,No,Oil,Western Red Cedar,8.8,10,Figured Maple,7.2,6.1,186,230,111.0578947,Mahogany
791,Possession,Bad,No,Oil,Western Red Cedar,8.8,10,Macassar Ebony,6.3,3.1,182,226,108.9210526,Mahogany
792,Possession,Bad,No,Oil,Western Red Cedar,8.8,10,Macassar Ebony,6.3,3.1,183,227,109.4552632,Mahogany
793,Possession,Bad,No,Oil,Western Red Cedar,8.8,10,Macassar Ebony,6.3,3.1,184,228,109.9894737,Mahogany
794,Possession,Bad,No,Oil,Western Red Cedar,8.8,10,Macassar Ebony,6.3,3.1,185,229,110.5236842,Mahogany
795,Possession,Bad,No,Oil,Western Red Cedar,8.8,10,Macassar Ebony,6.3,3.1,186,230,111.0578947,Mahogany
796,Possession,Good,No,Oil,Western Red Cedar,8.8,10,Figured Koa,9.2,7.2,182,226,108.9210526,Mahogany
797,Possession,Good,No,Oil,Western Red Cedar,8.8,10,Figured Koa,9.2,8,183,227,109.4552632,Mahogany
798,Possession,Good,No,Oil,Western Red Cedar,8.8,10,Figured Koa,9.2,8,184,228,109.9894737,Mahogany
799,Possession,Good,No,Oil,Western Red Cedar,8.8,10,Figured Koa,9.2,8,185,229,110.5236842,Mahogany
800,Possession,Good,No,Oil,Western Red Cedar,8.8,10,Figured Koa,9.2,8,186,230,111.0578947,Mahogany
801,Possession,Good,No,Oil,Figured Myrtlewood,9.1,9,Figured Myrtlewood,9.4,9,182,226,108.9210526,Maple
802,Possession,Good,No,Oil,Figured Myrtlewood,9.1,9,Figured Myrtlewood,9.4,9,183,227,109.4552632,Maple
803,Possession,Good,No,Oil,Figured Myrtlewood,9.1,9,Figured Myrtlewood,9.4,9,184,228,109.9894737,Maple
804,Possession,Good,No,Oil,Figured Myrtlewood,9.1,9,Figured Myrtlewood,9.4,9,185,229,110.5236842,Maple
805,Possession,Good,No,Oil,Figured Myrtlewood,9.1,9,Figured Myrtlewood,9.4,9,186,230,111.0578947,Maple
806,Possession,Good,No,Oil,Mahogany,8.7,6.6,Mahogany,9,6.7,182,226,108.9210526,Mahogany
807,Possession,Good,No,Oil,Mahogany,8.7,6.6,Mahogany,9,6.7,183,227,109.4552632,Mahogany
808,Possession,Good,No,Oil,Mahogany,8.7,6.6,Mahogany,9,6.7,184,228,109.9894737,Mahogany
809,Possession,Good,No,Oil,Mahogany,8.7,6.6,Mahogany,9,6.7,185,229,110.5236842,Mahogany
810,Possession,Good,No,Oil,Mahogany,8.7,6.6,Mahogany,9,6.7,186,230,111.0578947,Mahogany
811,Olympus,Good,Yes,Gloss,Sitka Spruce,8.2,8,Figured Myrtlewood,9.4,9,179,222,101.7,Myrtlewood
812,Olympus,Good,Yes,Gloss,Sitka Spruce,8.2,8,Figured Myrtlewood,9.4,9,180,222,101.955,Myrtlewood
813,Olympus,Good,Yes,Gloss,Sitka Spruce,8.2,8,Figured Myrtlewood,9.4,9,181,223,102.4625,Myrtlewood
814,Olympus,Good,Yes,Gloss,Sitka Spruce,8.2,8,Figured Myrtlewood,9.4,9,182,225,103.2225,Myrtlewood
815,Olympus,Good,Yes,Gloss,Sitka Spruce,8.2,8,Figured Myrtlewood,9.4,9,183,224,103.225,Myrtlewood
816,Olympus,Good,Yes,Gloss,Sitka Spruce,8.2,8,Mahogany,9,7,179,222,101.7,Mahogany
817,Olympus,Good,Yes,Gloss,Sitka Spruce,8.2,8,Mahogany,9,7,180,222,101.955,Mahogany
818,Olympus,Good,Yes,Gloss,Sitka Spruce,8.2,8,Mahogany,9,7,181,223,102.4625,Mahogany
819,Olympus,Good,Yes,Gloss,Sitka Spruce,8.2,8,Mahogany,9,7,182,225,103.2225,Mahogany
820,Olympus,Good,Yes,Gloss,Sitka Spruce,8.2,8,Mahogany,9,7,183,224,103.225,Mahogany
821,Olympus,Good,Yes,Gloss,Sitka Spruce,8.2,8,Indian Rosewood,9.1,6.8,179,222,101.7,Mahogany
822,Olympus,Good,Yes,Gloss,Sitka Spruce,8.2,8,Indian Rosewood,9.1,6.8,180,222,101.955,Mahogany
823,Olympus,Good,Yes,Gloss,Sitka Spruce,8.2,8,Indian Rosewood,9.1,6.8,181,223,102.4625,Mahogany
824,Olympus,Good,Yes,Gloss,Sitka Spruce,8.2,8,Indian Rosewood,9.1,6.8,182,225,103.2225,Mahogany
825,Olympus,Good,Yes,Gloss,Sitka Spruce,8.2,8,Indian Rosewood,9.1,6.8,183,224,103.225,Mahogany
826,Olympus,Bad,Yes,Gloss,Sitka Spruce,8.2,8,Figured Maple,7.1,5.5,179,222,101.7,Mahogany
827,Olympus,Bad,Yes,Gloss,Sitka Spruce,8.2,8,Figured Maple,7.1,5.5,180,222,101.955,Mahogany
828,Olympus,Bad,Yes,Gloss,Sitka Spruce,8.2,8,Figured Maple,7.1,5.5,181,223,102.4625,Mahogany
829,Olympus,Bad,Yes,Gloss,Sitka Spruce,8.2,8,Figured Maple,7.1,5.5,182,225,103.2225,Mahogany
830,Olympus,Bad,Yes,Gloss,Sitka Spruce,8.2,8,Figured Maple,7.1,5.5,183,224,103.225,Mahogany
831,Olympus,Bad,Yes,Gloss,Sitka Spruce,8.2,8,Macassar Ebony,6.7,4.2,179,222,101.7,Mahogany
832,Olympus,Bad,Yes,Gloss,Sitka Spruce,8.2,8,Macassar Ebony,6.7,4.2,180,222,101.955,Mahogany
833,Olympus,Bad,Yes,Gloss,Sitka Spruce,8.2,8,Macassar Ebony,6.7,4.2,181,223,102.4625,Mahogany
834,Olympus,Bad,Yes,Gloss,Sitka Spruce,8.2,8,Macassar Ebony,6.7,4.2,182,225,103.2225,Mahogany
835,Olympus,Bad,Yes,Gloss,Sitka Spruce,8.2,8,Macassar Ebony,6.7,4.2,183,224,103.225,Mahogany
836,Olympus,Good,Yes,Gloss,Sitka Spruce,8.2,8,Figured Koa,9.2,8,179,222,101.7,Mahogany
837,Olympus,Good,Yes,Gloss,Sitka Spruce,8.2,8,Figured Koa,9.2,8,180,222,101.955,Mahogany
838,Olympus,Good,Yes,Gloss,Sitka Spruce,8.2,8,Figured Koa,9.2,8,181,223,102.4625,Mahogany
839,Olympus,Good,Yes,Gloss,Sitka Spruce,8.2,8,Figured Koa,9.2,8,182,225,103.2225,Mahogany
840,Olympus,Good,Yes,Gloss,Sitka Spruce,8.2,8,Figured Koa,9.2,8,183,224,103.225,Mahogany
841,Olympus,Good,Yes,Gloss,Adirondack Spruce,8.4,8.3,Figured Myrtlewood,9.4,9,179,222,101.7,Myrtlewood
842,Olympus,Good,Yes,Gloss,Adirondack Spruce,8.4,8.3,Figured Myrtlewood,9.4,9,180,222,101.955,Myrtlewood
843,Olympus,Good,Yes,Gloss,Adirondack Spruce,8.4,8.3,Figured Myrtlewood,9.4,9,181,223,102.4625,Myrtlewood
844,Olympus,Good,Yes,Gloss,Adirondack Spruce,8.4,8.3,Figured Myrtlewood,9.4,9,182,225,103.2225,Myrtlewood
845,Olympus,Good,Yes,Gloss,Adirondack Spruce,8.4,8.3,Figured Myrtlewood,9.4,9,183,224,103.225,Myrtlewood
846,Olympus,Good,Yes,Gloss,Adirondack Spruce,8.4,8.3,Mahogany,9,7,179,222,101.7,Mahogany
847,Olympus,Good,Yes,Gloss,Adirondack Spruce,8.4,8.3,Mahogany,9,7,180,222,101.955,Mahogany
848,Olympus,Good,Yes,Gloss,Adirondack Spruce,8.4,8.3,Mahogany,9,7,181,223,102.4625,Mahogany
849,Olympus,Good,Yes,Gloss,Adirondack Spruce,8.4,8.3,Mahogany,9,7,182,225,103.2225,Mahogany
850,Olympus,Good,Yes,Gloss,Adirondack Spruce,8.4,8.3,Mahogany,9,7,183,224,103.225,Mahogany
851,Olympus,Good,Yes,Gloss,Adirondack Spruce,8.4,8.3,Indian Rosewood,9.1,6.8,179,222,101.7,Mahogany
852,Olympus,Good,Yes,Gloss,Adirondack Spruce,8.4,8.3,Indian Rosewood,9.1,6.8,180,222,101.955,Mahogany
853,Olympus,Good,Yes,Gloss,Adirondack Spruce,8.4,8.3,Indian Rosewood,9.1,6.8,181,223,102.4625,Mahogany
854,Olympus,Good,Yes,Gloss,Adirondack Spruce,8.4,8.3,Indian Rosewood,9.1,6.8,182,225,103.2225,Mahogany
855,Olympus,Good,Yes,Gloss,Adirondack Spruce,8.4,8.3,Indian Rosewood,9.1,6.8,183,224,103.225,Mahogany
856,Olympus,Bad,Yes,Gloss,Adirondack Spruce,8.4,8.3,Macassar Ebony,6.7,4.2,179,222,101.7,Mahogany
857,Olympus,Bad,Yes,Gloss,Adirondack Spruce,8.4,8.3,Macassar Ebony,6.7,4.2,180,222,101.955,Mahogany
858,Olympus,Bad,Yes,Gloss,Adirondack Spruce,8.4,8.3,Macassar Ebony,6.7,4.2,181,223,102.4625,Mahogany
859,Olympus,Bad,Yes,Gloss,Adirondack Spruce,8.4,8.3,Macassar Ebony,6.7,4.2,182,225,103.2225,Mahogany
860,Olympus,Bad,Yes,Gloss,Adirondack Spruce,8.4,8.3,Macassar Ebony,6.7,4.2,183,224,103.225,Mahogany
861,Olympus,Good,Yes,Gloss,Adirondack Spruce,8.4,8.3,Figured Koa,9.2,8,179,222,101.7,Mahogany
862,Olympus,Good,Yes,Gloss,Adirondack Spruce,8.4,8.3,Figured Koa,9.2,8,180,222,101.955,Mahogany
863,Olympus,Good,Yes,Gloss,Adirondack Spruce,8.4,8.3,Figured Koa,9.2,8,181,223,102.4625,Mahogany
864,Olympus,Good,Yes,Gloss,Adirondack Spruce,8.4,8.3,Figured Koa,9.2,8,182,225,103.2225,Mahogany
865,Olympus,Good,Yes,Gloss,Adirondack Spruce,8.4,8.3,Figured Koa,9.2,8,183,224,103.225,Mahogany
866,Olympus,Good,Yes,Gloss,Sunken Redwood,8.4,10,Figured Myrtlewood,9.4,9,179,222,101.7,Myrtlewood
867,Olympus,Good,Yes,Gloss,Sunken Redwood,8.4,10,Figured Myrtlewood,9.4,9,180,222,101.955,Myrtlewood
868,Olympus,Good,Yes,Gloss,Sunken Redwood,8.4,10,Figured Myrtlewood,9.4,9,181,223,102.4625,Myrtlewood
869,Olympus,Good,Yes,Gloss,Sunken Redwood,8.4,10,Figured Myrtlewood,9.4,9,182,225,103.2225,Myrtlewood
870,Olympus,Good,Yes,Gloss,Sunken Redwood,8.4,10,Figured Myrtlewood,9.4,9,183,224,103.225,Myrtlewood
871,Olympus,Good,Yes,Gloss,Sunken Redwood,8.4,10,Mahogany,9,7,179,222,101.7,Mahogany
872,Olympus,Good,Yes,Gloss,Sunken Redwood,8.4,10,Mahogany,9,7,180,222,101.955,Mahogany
873,Olympus,Good,Yes,Gloss,Sunken Redwood,8.4,10,Mahogany,9,7,181,223,102.4625,Mahogany
874,Olympus,Good,Yes,Gloss,Sunken Redwood,8.4,10,Mahogany,9,7,182,225,103.2225,Mahogany
875,Olympus,Good,Yes,Gloss,Sunken Redwood,8.4,10,Mahogany,9,7,183,224,103.225,Mahogany
876,Olympus,Good,Yes,Gloss,Sunken Redwood,8.4,10,Indian Rosewood,9.1,6.8,179,222,101.7,Mahogany
877,Olympus,Good,Yes,Gloss,Sunken Redwood,8.4,10,Indian Rosewood,9.1,6.8,180,222,101.955,Mahogany
878,Olympus,Good,Yes,Gloss,Sunken Redwood,8.4,10,Indian Rosewood,9.1,6.8,181,223,102.4625,Mahogany
879,Olympus,Good,Yes,Gloss,Sunken Redwood,8.4,10,Indian Rosewood,9.1,6.8,182,225,103.2225,Mahogany
880,Olympus,Good,Yes,Gloss,Sunken Redwood,8.4,10,Indian Rosewood,9.1,6.8,183,224,103.225,Mahogany
881,Olympus,Bad,Yes,Gloss,Sunken Redwood,8.4,10,Figured Maple,7.1,5.5,179,222,101.7,Mahogany
882,Olympus,Bad,Yes,Gloss,Sunken Redwood,8.4,10,Figured Maple,7.1,5.5,180,222,101.955,Mahogany
883,Olympus,Bad,Yes,Gloss,Sunken Redwood,8.4,10,Figured Maple,7.1,5.5,181,223,102.4625,Mahogany
884,Olympus,Bad,Yes,Gloss,Sunken Redwood,8.4,10,Figured Maple,7.1,5.5,182,225,103.2225,Mahogany
885,Olympus,Bad,Yes,Gloss,Sunken Redwood,8.4,10,Figured Maple,7.1,5.5,183,224,103.225,Mahogany
886,Olympus,Bad,Yes,Gloss,Sunken Redwood,8.4,10,Macassar Ebony,6.7,4.2,179,222,101.7,Mahogany
887,Olympus,Bad,Yes,Gloss,Sunken Redwood,8.4,10,Macassar Ebony,6.7,4.2,180,222,101.955,Mahogany
888,Olympus,Bad,Yes,Gloss,Sunken Redwood,8.4,10,Macassar Ebony,6.7,4.2,181,223,102.4625,Mahogany
889,Olympus,Bad,Yes,Gloss,Sunken Redwood,8.4,10,Macassar Ebony,6.7,4.2,182,225,103.2225,Mahogany
890,Olympus,Bad,Yes,Gloss,Sunken Redwood,8.4,10,Macassar Ebony,6.7,4.2,183,224,103.225,Mahogany
891,Olympus,Good,Yes,Gloss,Sunken Redwood,8.4,10,Figured Koa,9.2,8,179,222,101.7,Mahogany
892,Olympus,Good,Yes,Gloss,Sunken Redwood,8.4,10,Figured Koa,9.2,8,180,222,101.955,Mahogany
893,Olympus,Good,Yes,Gloss,Sunken Redwood,8.4,10,Figured Koa,9.2,8,181,223,102.4625,Mahogany
894,Olympus,Good,Yes,Gloss,Sunken Redwood,8.4,10,Figured Koa,9.2,8,182,225,103.2225,Mahogany
895,Olympus,Good,Yes,Gloss,Sunken Redwood,8.4,10,Figured Koa,9.2,8,183,224,103.225,Mahogany
896,Olympus,Good,Yes,Gloss,Western Red Cedar,8.7,10,Figured Myrtlewood,9.4,9,179,222,101.7,Myrtlewood
897,Olympus,Good,Yes,Gloss,Western Red Cedar,8.7,10,Figured Myrtlewood,9.4,9,180,222,101.955,Myrtlewood
898,Olympus,Good,Yes,Gloss,Western Red Cedar,8.7,10,Figured Myrtlewood,9.4,9,181,223,102.4625,Myrtlewood
899,Olympus,Good,Yes,Gloss,Western Red Cedar,8.7,10,Figured Myrtlewood,9.4,9,182,225,103.2225,Myrtlewood
900,Olympus,Good,Yes,Gloss,Western Red Cedar,8.7,10,Figured Myrtlewood,9.4,9,183,224,103.225,Myrtlewood
901,Olympus,Good,Yes,Gloss,Western Red Cedar,8.7,10,Mahogany,9,7,179,222,101.7,Mahogany
902,Olympus,Good,Yes,Gloss,Western Red Cedar,8.7,10,Mahogany,9,7,180,222,101.955,Mahogany
903,Olympus,Good,Yes,Gloss,Western Red Cedar,8.7,10,Mahogany,9,7,181,223,102.4625,Mahogany
904,Olympus,Good,Yes,Gloss,Western Red Cedar,8.7,10,Mahogany,9,7,182,225,103.2225,Mahogany
905,Olympus,Good,Yes,Gloss,Western Red Cedar,8.7,10,Mahogany,9,7,183,224,103.225,Mahogany
906,Olympus,Good,Yes,Gloss,Western Red Cedar,8.7,10,Indian Rosewood,9.1,6.8,179,222,101.7,Mahogany
907,Olympus,Good,Yes,Gloss,Western Red Cedar,8.7,10,Indian Rosewood,9.1,6.8,180,222,101.955,Mahogany
908,Olympus,Good,Yes,Gloss,Western Red Cedar,8.7,10,Indian Rosewood,9.1,6.8,181,223,102.4625,Mahogany
909,Olympus,Good,Yes,Gloss,Western Red Cedar,8.7,10,Indian Rosewood,9.1,6.8,182,225,103.2225,Mahogany
910,Olympus,Good,Yes,Gloss,Western Red Cedar,8.7,10,Indian Rosewood,9.1,6.8,183,224,103.225,Mahogany
911,Olympus,Good,Yes,Gloss,Western Red Cedar,8.7,10,Figured Maple,7.1,5.5,179,222,101.7,Mahogany
912,Olympus,Good,Yes,Gloss,Western Red Cedar,8.7,10,Figured Maple,7.1,5.5,180,222,101.955,Mahogany
913,Olympus,Good,Yes,Gloss,Western Red Cedar,8.7,10,Figured Maple,7.1,5.5,181,223,102.4625,Mahogany
914,Olympus,Bad,Yes,Gloss,Western Red Cedar,8.7,10,Figured Maple,7.1,5.5,182,225,103.2225,Mahogany
915,Olympus,Bad,Yes,Gloss,Western Red Cedar,8.7,10,Figured Maple,7.1,5.5,183,224,103.225,Mahogany
916,Olympus,Bad,Yes,Gloss,Western Red Cedar,8.7,10,Macassar Ebony,6.7,4.2,179,222,101.7,Mahogany
917,Olympus,Bad,Yes,Gloss,Western Red Cedar,8.7,10,Macassar Ebony,6.7,4.2,180,222,101.955,Mahogany
